Detailed Statistics Arrivals  
Destination Airport: New York, NY: John F. Kennedy International (JFK)
Airline: US Airways Inc. (US)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time
"US","02/18/2015","1830","N128UW","CLT","11:01","10:56"
"US","02/18/2015","1898","N912UY","CLT","23:53","23:39"
"US","02/18/2015","2017","N124US","CLT","16:05","15:52"
"US","02/18/2015","2042","N109UW","CLT","09:19","09:27"
"US","02/19/2015","0425","N544UW","PHX","16:54","16:54"
"US","02/19/2015","0622","N663AW","PHX","23:09","23:29"
"US","02/19/2015","0630","N570UW","PHX","20:30","20:21"
"US","02/19/2015","0632","N675AW","PHX","05:07","04:56"
"US","02/19/2015","0639","N560UW","CLT","15:16","15:27"
"US","02/19/2015","1830","N105UW","CLT","11:01","11:03"
"US","02/19/2015","1898","N566UW","CLT","23:53","23:58"
"US","02/19/2015","2017","N121UW","CLT","16:05","16:12"
"US","02/19/2015","2042","N102UW","CLT","09:19","09:04"
"US","02/20/2015","0425","N557UW","PHX","16:54","16:40"
"US","02/20/2015","0622","N657AW","PHX","23:09","23:34"
"US","02/20/2015","0630","N914UY","PHX","20:30","22:47"
"US","02/20/2015","0632","N668AW","PHX","05:07","04:44"
"US","02/20/2015","0639","N564UW","CLT","15:16","15:21"
"US","02/20/2015","1830","N112US","CLT","11:01","11:44"
"US","02/20/2015","1898","N536UW","CLT","23:53","23:52"
