Detailed Statistics Arrivals  
Destination Airport: New York, NY: John F. Kennedy International (JFK)
Airline: Hawaiian Airlines Inc. (HA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2015, 2016, 2017, 2018 and 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time
"HA","02/04/2019","0050","N361HA","HNL","06:55","06:55"
"HA","02/05/2015","0050","N370HA","HNL","06:55","06:29"
"HA","02/05/2016","0050","N396HA","HNL","06:55","07:14"
"HA","02/05/2017","0050","N382HA","HNL","06:55","06:35"
"HA","02/05/2018","0050","N389HA","HNL","06:55","07:03"
"HA","02/05/2019","0050","N370HA","HNL","06:55","06:55"
"HA","02/06/2015","0050","N373HA","HNL","06:55","06:56"
"HA","02/06/2016","0050","N380HA","HNL","06:55","07:19"
"HA","02/06/2018","0050","N360HA","HNL","06:55","06:38"
"HA","02/06/2019","0050","N390HA","HNL","06:55","06:47"
"HA","02/07/2015","0050","N381HA","HNL","06:55","06:12"
"HA","02/07/2016","0050","N390HA","HNL","06:55","06:49"
"HA","02/07/2018","0050","N393HA","HNL","06:55","07:31"
"HA","02/07/2019","0050","N380HA","HNL","06:55","06:32"
"HA","02/08/2015","0050","N374HA","HNL","06:55","06:06"
"HA","02/08/2016","0050","N399HA","HNL","06:55","07:29"
"HA","02/08/2017","0050","","HNL","06:55","00:00"
"HA","02/08/2018","0050","N386HA","HNL","06:55","06:57"
"HA","02/08/2019","0050","N383HA","HNL","06:55","06:12"
"HA","02/09/2016","0050","N386HA","HNL","06:55","06:47"
"HA","02/09/2017","0050","N380HA","HNL","06:55","06:35"
"HA","02/09/2018","0050","N386HA","HNL","06:55","08:02"
"HA","02/09/2019","0050","N393HA","HNL","06:55","06:55"
"HA","02/10/2016","0050","N393HA","HNL","06:55","06:52"
"HA","02/10/2017","0050","N378HA","HNL","06:55","07:06"
"HA","02/10/2018","0050","N390HA","HNL","06:55","07:07"
"HA","02/10/2019","0050","N380HA","HNL","06:55","06:01"
"HA","02/11/2015","0050","N382HA","HNL","06:55","07:26"
"HA","02/11/2016","0050","N392HA","HNL","06:55","06:53"
"HA","02/11/2017","0050","N393HA","HNL","06:55","07:35"
"HA","02/11/2018","0050","N380HA","HNL","06:55","06:47"
"HA","02/11/2019","0050","N374HA","HNL","06:55","06:23"
"HA","02/12/2015","0050","N386HA","HNL","06:55","06:51"
"HA","02/12/2016","0050","N379HA","HNL","06:55","07:03"
"HA","02/12/2017","0050","N379HA","HNL","06:55","07:30"
"HA","02/12/2018","0050","N361HA","HNL","06:55","06:54"
"HA","02/12/2019","0050","N360HA","HNL","06:55","07:14"
"HA","02/13/2015","0050","N370HA","HNL","06:55","06:41"
"HA","02/13/2016","0050","N384HA","HNL","06:55","07:19"
"HA","02/13/2018","0050","N399HA","HNL","06:55","06:49"
"HA","02/13/2019","0050","N360HA","HNL","06:55","07:52"
"HA","02/14/2015","0050","N388HA","HNL","06:55","10:57"
"HA","02/14/2016","0050","N389HA","HNL","06:55","06:44"
"HA","02/14/2017","0050","N386HA","HNL","06:55","07:24"
"HA","02/14/2018","0050","N382HA","HNL","06:55","06:53"
"HA","02/14/2019","0050","N379HA","HNL","06:55","07:16"
"HA","02/15/2015","0050","N392HA","HNL","06:55","07:25"
"HA","02/15/2016","0050","N382HA","HNL","06:55","06:41"
"HA","02/15/2017","0050","N360HA","HNL","06:55","06:58"
"HA","02/15/2018","0050","N388HA","HNL","06:55","06:53"
"HA","02/15/2019","0050","N381HA","HNL","06:55","07:02"
"HA","02/16/2016","0050","N384HA","HNL","06:55","06:12"
"HA","02/16/2017","0050","N379HA","HNL","06:55","06:52"
"HA","02/16/2018","0050","N390HA","HNL","06:55","07:54"
"HA","02/16/2019","0050","N375HA","HNL","06:55","07:04"
"HA","02/17/2016","0050","N374HA","HNL","06:55","06:23"
"HA","02/17/2017","0050","N375HA","HNL","06:55","08:10"
"HA","02/17/2018","0050","N370HA","HNL","06:55","06:38"
"HA","02/17/2019","0050","N375HA","HNL","06:55","07:40"
"HA","02/18/2015","0050","N393HA","HNL","06:55","07:13"
"HA","02/18/2016","0050","N380HA","HNL","06:55","06:08"
"HA","02/18/2017","0050","N395HA","HNL","06:55","06:17"
"HA","02/18/2018","0050","N396HA","HNL","06:55","06:27"
"HA","02/18/2019","0050","N399HA","HNL","06:55","06:29"
"HA","02/19/2015","0050","N386HA","HNL","06:55","06:59"
"HA","02/19/2016","0050","N396HA","HNL","06:55","06:16"
"HA","02/19/2017","0050","N399HA","HNL","06:55","06:11"
"HA","02/19/2018","0050","N395HA","HNL","06:55","07:12"
"HA","02/19/2019","0050","N379HA","HNL","06:55","06:47"
"HA","02/20/2015","0050","N388HA","HNL","06:55","07:07"
"HA","02/20/2016","0050","N396HA","HNL","06:55","08:56"
"HA","02/20/2017","0050","N388HA","HNL","06:55","06:22"
"HA","02/20/2018","0050","N393HA","HNL","06:55","06:46"
"HA","02/20/2019","0050","N361HA","HNL","06:55","06:44"
"HA","02/21/2015","0050","N381HA","HNL","06:55","06:42"
"HA","02/21/2016","0050","N385HA","HNL","06:55","06:01"
"HA","02/21/2017","0050","N381HA","HNL","06:55","06:13"
"HA","02/21/2018","0050","N379HA","HNL","06:55","06:58"
"HA","02/21/2019","0050","N361HA","HNL","06:55","08:05"
"HA","02/22/2015","0050","N370HA","HNL","06:55","06:44"
"HA","02/22/2017","0050","N370HA","HNL","06:55","06:37"
"HA","02/22/2018","0050","N373HA","HNL","06:55","06:40"
"HA","02/22/2019","0050","N361HA","HNL","06:55","08:20"
"HA","02/23/2016","0050","N385HA","HNL","06:55","06:57"
"HA","02/23/2017","0050","N385HA","HNL","06:55","07:18"
"HA","02/23/2018","0050","N391HA","HNL","06:55","06:40"
"HA","02/23/2019","0050","N384HA","HNL","06:55","06:35"
"HA","02/24/2016","0050","N392HA","HNL","06:55","06:56"
"HA","02/24/2017","0050","N395HA","HNL","06:55","06:39"
"HA","02/24/2018","0050","N384HA","HNL","06:55","06:38"
"HA","02/24/2019","0050","N375HA","HNL","06:55","06:26"
"HA","02/25/2015","0050","N389HA","HNL","06:55","07:00"
"HA","02/25/2016","0050","N391HA","HNL","06:55","06:40"
"HA","02/25/2017","0050","N396HA","HNL","06:55","06:29"
"HA","02/25/2018","0050","N383HA","HNL","06:55","07:19"
"HA","02/25/2019","0050","N388HA","HNL","06:55","06:52"
"HA","02/26/2015","0050","N382HA","HNL","06:55","07:01"
"HA","02/26/2016","0050","N399HA","HNL","06:55","07:09"
"HA","02/26/2017","0050","N370HA","HNL","06:55","06:16"
"HA","02/26/2018","0050","N399HA","HNL","06:55","06:53"
"HA","02/26/2019","0050","N375HA","HNL","06:55","06:11"
"HA","02/27/2015","0050","N399HA","HNL","06:55","06:59"
"HA","02/27/2016","0050","N382HA","HNL","06:55","06:32"
"HA","02/27/2017","0050","N389HA","HNL","06:55","07:17"
"HA","02/27/2018","0050","N395HA","HNL","06:55","06:54"
"HA","02/27/2019","0050","N380HA","HNL","06:55","06:13"
"HA","02/28/2015","0050","N383HA","HNL","06:55","07:29"
"HA","02/28/2016","0050","N388HA","HNL","06:55","06:42"
"HA","02/28/2017","0050","N396HA","HNL","06:55","07:13"
"HA","02/28/2018","0050","N391HA","HNL","06:55","06:49"
"HA","02/28/2019","0050","N388HA","HNL","06:55","06:23"
"HA","03/01/2015","0050","N382HA","HNL","06:55","06:57"
"HA","03/01/2016","0050","N389HA","HNL","06:55","06:26"
"HA","03/01/2017","0050","N399HA","HNL","06:55","07:06"
"HA","03/01/2018","0050","N383HA","HNL","06:55","06:54"
"HA","03/01/2019","0050","N385HA","HNL","06:55","07:27"
"HA","03/02/2016","0050","N388HA","HNL","06:55","06:34"
"HA","03/02/2017","0050","N381HA","HNL","06:55","07:15"
"HA","03/02/2018","0050","N383HA","HNL","06:55","07:50"
"HA","03/02/2019","0050","N360HA","HNL","06:55","06:04"
"HA","03/03/2016","0050","N391HA","HNL","06:55","07:23"
"HA","03/03/2017","0050","N389HA","HNL","06:55","06:35"
"HA","03/03/2018","0050","N375HA","HNL","06:55","06:45"
"HA","03/03/2019","0050","N374HA","HNL","06:55","06:40"
"HA","03/04/2015","0050","N380HA","HNL","06:55","06:46"
"HA","03/04/2016","0050","N396HA","HNL","06:55","06:46"
"HA","03/04/2017","0050","N388HA","HNL","06:55","07:47"
"HA","03/04/2018","0050","N389HA","HNL","06:55","06:34"
"HA","03/04/2019","0050","N370HA","HNL","06:55","06:30"
"HA","03/05/2015","0050","N388HA","HNL","06:55","07:30"
"HA","03/05/2016","0050","N382HA","HNL","06:55","06:28"
"HA","03/05/2017","0050","N370HA","HNL","06:55","06:42"
"HA","03/05/2018","0050","N375HA","HNL","06:55","06:48"
"HA","03/05/2019","0050","N391HA","HNL","06:55","06:18"
"HA","03/06/2015","0050","N396HA","HNL","06:55","06:35"
"HA","03/06/2016","0050","N391HA","HNL","06:55","06:34"
"HA","03/06/2017","0050","N388HA","HNL","06:55","07:05"
"HA","03/06/2018","0050","N379HA","HNL","06:55","06:28"
"HA","03/06/2019","0050","N383HA","HNL","06:55","07:02"
"HA","03/07/2015","0050","N370HA","HNL","06:55","06:40"
"HA","03/07/2016","0050","N374HA","HNL","06:55","06:36"
"HA","03/07/2017","0050","N370HA","HNL","06:55","06:36"
"HA","03/07/2018","0050","N381HA","HNL","06:55","06:42"
